"personid","site_code","dob","dod","father","mother"
"eg0067","EG","1974-99-99",NA,"eg8038","eg8039"
"eg0068","EG","1976-99-99",NA,"eg0185","eg8040"
"eg0069","EG","2010-99-99",NA,"eg0067","eg0068"
"eg0070","EG","2022-99-99",NA,"eg0067","eg0068"
"eg0071","EG","2019-99-99",NA,"eg0067","eg0068"
"eg0072","EG","1975-99-99",NA,"eg0203","eg8041"
"eg0073","EG","1978-99-99",NA,"eg8042","eg8043"
"eg0074","EG","2008-99-99",NA,NA,NA
"eg0075","EG","2012-99-99",NA,"eg0072","eg0073"
"eg0076","EG","2014-99-99",NA,"eg0072","eg0073"
"eg0077","EG","1963-99-99",NA,"eg8044","eg0085"
"eg0078","EG","1987-99-99",NA,"eg8045","eg0060"
"eg0079","EG","2010-99-99",NA,NA,NA
"eg0080","EG","2003-99-99",NA,"eg0077","eg0078"
"eg0081","EG","2014-99-99",NA,"eg0077","eg0078"
"eg0082","EG","2009-99-99",NA,"eg0077","eg0078"
"eg0083","EG","2014-99-99",NA,NA,NA
"eg0084","EG","1975-99-99",NA,"eg8046","eg8047"
"eg0085","EG","1986-99-99",NA,"eg8048","eg8049"
"eg0086","EG","2015-99-99",NA,NA,NA
"eg0087","EG","2003-99-99",NA,"eg0084","eg0085"
"eg0088","EG","2001-99-99",NA,"eg0084","eg0085"
"eg0089","EG","1978-99-99",NA,"eg0110","eg0105"
"eg0090","EG","1993-99-99",NA,"eg0219","eg8050"
"eg0091","EG","2020-99-99",NA,"eg0089","eg0090"
"eg0092","EG","2014-99-99",NA,NA,NA
"eg0093","EG","2020-99-99",NA,NA,NA
"eg0094","EG","2004-99-99",NA,NA,NA
"eg0095","EG","2012-99-99",NA,NA,NA
"eg0096","EG","1985-99-99",NA,"eg0042","eg8051"
"eg0097","EG","1990-99-99",NA,"eg8052","eg8053"
"eg0098","EG","2022-99-99",NA,NA,NA
"eg0099","EG","1965-99-99",NA,"eg0153","eg8054"
"eg0100","EG","1975-99-99",NA,"eg8055","eg8056"
"eg0101","EG","2007-99-99",NA,"eg0099","eg0100"
"eg0102","EG","2020-99-99",NA,"eg0099","eg0100"
"eg0103","EG","2018-99-99",NA,NA,NA
"eg0104","EG","1966-99-99",NA,"eg8057","eg8058"
"eg0105","EG","1968-99-99",NA,"eg0035","eg8059"
"eg0106","EG","2005-99-99",NA,"eg0104","eg0105"
"eg0107","EG","2000-99-99",NA,NA,NA
"eg0108","EG","2010-99-99",NA,"eg0104","eg0105"
"eg0109","EG","2020-99-99",NA,NA,NA
"eg0110","EG","1971-99-99",NA,"eg0175","eg8060"
"eg0111","EG","1992-99-99",NA,"eg0001","eg8061"
"eg0112","EG","2002-99-99",NA,"eg0110","eg0111"
"eg0113","EG","1998-99-99",NA,"eg0110","eg0111"
"eg0114","EG","1968-99-99",NA,"eg8062","eg0090"
"eg0115","EG","1985-99-99",NA,"eg0051","eg8063"
"eg0116","EG","2018-99-99",NA,"eg0114","eg0115"
"eg0117","EG","1986-99-99",NA,"eg8064","eg8065"
"eg0118","EG","1985-99-99",NA,"eg8066","eg0078"
"eg0119","EG","2011-99-99",NA,"eg0117","eg0118"
"eg0120","EG","1984-99-99",NA,"eg0114","eg0290"
"eg0121","EG","1973-99-99",NA,"eg0011","eg8067"
"eg0122","EG","1998-99-99",NA,NA,NA
"eg0123","EG","1963-99-99",NA,"eg0188","eg8068"
"eg0124","EG","1981-99-99",NA,"eg8069","eg8070"
"eg0125","EG","2018-99-99",NA,NA,NA
"eg0126","EG","2015-99-99",NA,NA,NA
"eg0127","EG","2004-99-99",NA,"eg0123","eg0124"
"eg0128","EG","1985-99-99",NA,"eg8071","eg8072"
"eg0129","EG","1984-99-99",NA,"eg8073","eg8074"
"eg0130","EG","2017-99-99",NA,"eg0128","eg0129"
"eg0131","EG","1999-99-99",NA,NA,NA
"eg0132","EG","1974-99-99",NA,"eg8075","eg8076"
"eg0133","EG","1987-99-99",NA,"eg8077","eg0019"
"eg0134","EG","2006-99-99",NA,NA,NA
"eg0135","EG","2007-99-99",NA,NA,NA
"eg0136","EG","2010-99-99",NA,"eg0132","eg0133"
"eg0137","EG","2013-99-99",NA,"eg0132","eg0133"
"eg0138","EG","1977-99-99",NA,"eg8078","eg0139"
"eg0139","EG","1983-99-99",NA,"eg8079","eg0043"
"eg0140","EG","2007-99-99",NA,"eg0138","eg0139"
"eg0141","EG","2001-99-99",NA,"eg0138","eg0139"
"eg0142","EG","2016-99-99",NA,NA,NA
"eg0143","EG","2013-99-99",NA,"eg0138","eg0139"
"eg0144","EG","2017-99-99",NA,NA,NA
"eg0145","EG","1969-99-99",NA,"eg8080","eg0090"
"eg0146","EG","1990-99-99",NA,"eg8081","eg8082"
"eg0147","EG","2009-99-99",NA,"eg0145","eg0146"
"eg0148","EG","1975-99-99",NA,"eg8083","eg0019"
"eg0149","EG","1983-99-99",NA,"eg8084","eg8085"
"eg0150","EG","2002-99-99",NA,"eg0148","eg0149"
"eg0151","EG","2017-99-99",NA,"eg0148","eg0149"
"eg0152","EG","2007-99-99",NA,NA,NA
"eg0153","EG","1975-99-99",NA,"eg8086","eg8087"
"eg0154","EG","1980-99-99",NA,"eg0203","eg0115"
"eg0155","EG","2007-99-99",NA,NA,NA
"eg0156","EG","2003-99-99",NA,NA,NA
"eg0157","EG","2002-99-99",NA,NA,NA
"eg0158","EG","2022-99-99",NA,NA,NA
"eg0159","EG","1979-99-99",NA,"eg8088","eg8089"
"eg0160","EG","1985-99-99",NA,"eg8090","eg8091"
"eg0161","EG","2008-99-99",NA,"eg0159","eg0160"
"eg0162","EG","1998-99-99",NA,"eg0159","eg0160"
"eg0163","EG","2002-99-99",NA,"eg0159","eg0160"
"eg0164","EG","1976-99-99",NA,"eg0007","eg0204"
"eg0165","EG","1972-99-99",NA,"eg0167","eg8092"
"eg0166","EG","2002-99-99",NA,"eg0164","eg0165"
"eg0167","EG","1982-99-99",NA,"eg8093","eg8094"
"eg0168","EG","1970-99-99",NA,"eg8095","eg8096"
"eg0169","EG","2002-99-99",NA,NA,NA
"eg0170","EG","2003-99-99",NA,NA,NA
"eg0171","EG","2002-99-99",NA,NA,NA
"eg0172","EG","1966-99-99",NA,"eg0164","eg0165"
"eg0173","EG","1990-99-99",NA,"eg8097","eg8098"
"eg0174","EG","2000-99-99",NA,"eg0172","eg0173"
"eg0175","EG","1986-99-99",NA,"eg8099","eg0270"
"eg0176","EG","1972-99-99",NA,"eg8100","eg8101"
"eg0177","EG","2017-99-99",NA,"eg0175","eg0176"
"eg0178","EG","1980-99-99",NA,"eg8102","eg0179"
"eg0179","EG","1990-99-99",NA,"eg8103","eg8104"
"eg0180","EG","1999-99-99",NA,"eg0178","eg0179"
"eg0181","EG","2010-99-99",NA,NA,NA
"eg0182","EG","2008-99-99",NA,"eg0178","eg0179"
"eg0183","EG","2012-99-99",NA,"eg0178","eg0179"
"eg0184","EG","2008-99-99",NA,NA,NA
"eg0185","EG","1968-99-99",NA,"eg8105","eg0223"
"eg0186","EG","1974-99-99",NA,"eg8106","eg8107"
"eg0187","EG","1998-99-99",NA,"eg0185","eg0186"
"eg0188","EG","1974-99-99",NA,"eg0067","eg8108"
"eg0189","EG","1987-99-99",NA,"eg0237","eg0124"
"eg0190","EG","2005-99-99",NA,NA,NA
"eg0191","EG","1998-99-99",NA,"eg0188","eg0189"
"eg0192","EG","2015-99-99",NA,NA,NA
"eg0193","EG","2009-99-99",NA,"eg0188","eg0189"
"eg0194","EG","1973-99-99",NA,"eg8109","eg8110"
"eg0195","EG","1991-99-99",NA,"eg8111","eg8112"
"eg0196","EG","2003-99-99",NA,NA,NA
"eg0197","EG","1978-99-99",NA,"eg8113","eg8114"
"eg0198","EG","1984-99-99",NA,"eg8115","eg8116"
"eg0199","EG","2003-99-99",NA,"eg0197","eg0198"
"eg0200","EG","2013-99-99",NA,"eg0197","eg0198"
"eg0201","EG","2014-99-99",NA,"eg0197","eg0198"
"eg0202","EG","2020-99-99",NA,"eg0197","eg0198"
"eg0203","EG","1982-99-99",NA,"eg0096","eg8117"
"eg0204","EG","1984-99-99",NA,"eg8118","eg0278"
"eg0205","EG","2001-99-99",NA,"eg0203","eg0204"
"eg0206","EG","2011-99-99",NA,NA,NA
"eg0207","EG","1981-99-99",NA,"eg8119","eg8120"
"eg0208","EG","1981-99-99",NA,"eg0089","eg8121"
"eg0209","EG","2002-99-99",NA,"eg0207","eg0208"
"eg0210","EG","2007-99-99",NA,"eg0207","eg0208"
"eg0211","EG","1968-99-99",NA,"eg0219","eg8122"
"eg0212","EG","1981-99-99",NA,"eg0018","eg8123"
"eg0213","EG","2000-99-99",NA,NA,NA
"eg0214","EG","2004-99-99",NA,"eg0211","eg0212"
"eg0215","EG","2002-99-99",NA,"eg0211","eg0212"
"eg0216","EG","1973-99-99",NA,"eg8124","eg8125"
"eg0217","EG","1987-99-99",NA,"eg0197","eg8126"
"eg0218","EG","2002-99-99",NA,NA,NA
"eg0219","EG","1985-99-99",NA,"eg0001","eg0097"
"eg0220","EG","1981-99-99",NA,"eg0178","eg8127"
"eg0221","EG","2003-99-99",NA,"eg0219","eg0220"
"eg0222","EG","1963-99-99",NA,"eg8128","eg0026"
"eg0223","EG","1972-99-99",NA,"eg8129","eg8130"
"eg0224","EG","2011-99-99",NA,"eg0222","eg0223"
"eg0225","EG","1999-99-99",NA,NA,NA
"eg0226","EG","1972-99-99",NA,"eg0289","eg8131"
"eg0227","EG","1969-99-99",NA,"eg8132","eg8133"
"eg0228","EG","2006-99-99",NA,NA,NA
"eg0229","EG","2017-99-99",NA,NA,NA
"eg0230","EG","2002-99-99",NA,NA,NA
"eg0231","EG","2013-99-99",NA,"eg0226","eg0227"
"eg0232","EG","1986-99-99",NA,"eg8134","eg8135"
"eg0233","EG","1992-99-99",NA,"eg0059","eg8136"
"eg0234","EG","2017-99-99",NA,NA,NA
"eg0235","EG","2012-99-99",NA,NA,NA
"eg0236","EG","2005-99-99",NA,"eg0232","eg0233"
"eg0237","EG","1974-99-99",NA,"eg8137","eg8138"
"eg0238","EG","1993-99-99",NA,"eg0203","eg8139"
"eg0239","EG","2009-99-99",NA,NA,NA
"eg0240","EG","2016-99-99",NA,"eg0237","eg0238"
"eg0241","EG","2010-99-99",NA,"eg0237","eg0238"
"eg0242","EG","2018-99-99",NA,NA,NA
"eg0243","EG","2006-99-99",NA,NA,NA
"eg0244","EG","1974-99-99",NA,"eg0175","eg8140"
"eg0245","EG","1971-99-99",NA,"eg0018","eg8141"
"eg0246","EG","2017-99-99",NA,"eg0244","eg0245"
"eg0247","EG","2012-99-99",NA,"eg0244","eg0245"
"eg0248","EG","2009-99-99",NA,"eg0244","eg0245"
"eg0249","EG","2004-99-99",NA,NA,NA
"eg0250","EG","2015-99-99",NA,NA,NA
"eg0251","EG","1984-99-99",NA,"eg0222","eg8142"
"eg0252","EG","1977-99-99",NA,"eg8143","eg0198"
"eg0253","EG","2013-99-99",NA,NA,NA
"eg0254","EG","2019-99-99",NA,"eg0251","eg0252"
"eg0255","EG","2014-99-99",NA,NA,NA
"eg0256","EG","2009-99-99",NA,"eg0251","eg0252"
"eg0257","EG","1969-99-99",NA,"eg8144","eg8145"
"eg0258","EG","1972-99-99",NA,"eg8146","eg0118"
"eg0259","EG","2009-99-99",NA,"eg0257","eg0258"
"eg0260","EG","2014-99-99",NA,NA,NA
"eg0261","EG","2017-99-99",NA,NA,NA
"eg0262","EG","2004-99-99",NA,"eg0257","eg0258"
"eg0263","EG","2020-99-99",NA,NA,NA
"eg0264","EG","1979-99-99",NA,"eg8147","eg0026"
"eg0265","EG","1971-99-99",NA,"eg0159","eg8148"
"eg0266","EG","2005-99-99",NA,"eg0264","eg0265"
"eg0267","EG","2001-99-99",NA,"eg0264","eg0265"
"eg0268","EG","2018-99-99",NA,"eg0264","eg0265"
"eg0269","EG","1971-99-99",NA,"eg0244","eg8149"
"eg0270","EG","1973-99-99",NA,"eg0237","eg8150"
"eg0271","EG","2021-99-99",NA,"eg0269","eg0270"
"eg0272","EG","1999-99-99",NA,NA,NA
"eg0273","EG","2019-99-99",NA,"eg0269","eg0270"
"eg0274","EG","1974-99-99",NA,"eg8151","eg8152"
"eg0275","EG","1969-99-99",NA,"eg8153","eg0186"
"eg0276","EG","2009-99-99",NA,NA,NA
"eg0277","EG","1966-99-99",NA,"eg8154","eg8155"
"eg0278","EG","1990-99-99",NA,"eg8156","eg8157"
"eg0279","EG","2001-99-99",NA,"eg0277","eg0278"
"eg0280","EG","2007-99-99",NA,"eg0277","eg0278"
"eg0281","EG","2007-99-99",NA,"eg0277","eg0278"
"eg0282","EG","2004-99-99",NA,NA,NA
"eg0283","EG","2007-99-99",NA,"eg0277","eg0278"
"eg0284","EG","1988-99-99",NA,"eg8158","eg0008"
"eg0285","EG","1975-99-99",NA,"eg8159","eg8160"
"eg0286","EG","2001-99-99",NA,NA,NA
"eg0287","EG","2006-99-99",NA,"eg0284","eg0285"
"eg0288","EG","2010-99-99",NA,"eg0284","eg0285"
"eg0289","EG","1963-99-99",NA,"eg8161","eg8162"
"eg0290","EG","1990-99-99",NA,"eg0207","eg8163"
"eg0291","EG","2009-99-99",NA,"eg0289","eg0290"
"eg0292","EG","2020-99-99",NA,"eg0289","eg0290"
"eg0293","EG","2021-99-99",NA,"eg0289","eg0290"
"eg8001","EG",NA,NA,NA,NA
"eg8002","EG",NA,NA,NA,NA
"eg8003","EG",NA,NA,NA,NA
"eg8004","EG",NA,NA,NA,NA
"eg8005","EG",NA,NA,NA,NA
"eg8006","EG",NA,NA,NA,NA
"eg8007","EG",NA,NA,NA,NA
"eg8008","EG",NA,NA,NA,NA
"eg8009","EG",NA,NA,NA,NA
"eg8010","EG",NA,NA,NA,NA
"eg8011","EG",NA,NA,NA,NA
"eg8012","EG",NA,NA,NA,NA
"eg8013","EG",NA,NA,NA,NA
"eg8014","EG",NA,NA,NA,NA
"eg8015","EG",NA,NA,NA,NA
"eg8016","EG",NA,NA,NA,NA
"eg8017","EG",NA,NA,NA,NA
"eg8018","EG",NA,NA,NA,NA
"eg8019","EG",NA,NA,NA,NA
"eg8020","EG",NA,NA,NA,NA
"eg8021","EG",NA,NA,NA,NA
"eg8022","EG",NA,NA,NA,NA
"eg8023","EG",NA,NA,NA,NA
"eg8024","EG",NA,NA,NA,NA
"eg8025","EG",NA,NA,NA,NA
"eg8026","EG",NA,NA,NA,NA
"eg8027","EG",NA,NA,NA,NA
"eg8028","EG",NA,NA,NA,NA
"eg8029","EG",NA,NA,NA,NA
"eg8030","EG",NA,NA,NA,NA
"eg8031","EG",NA,NA,NA,NA
"eg8032","EG",NA,NA,NA,NA
"eg8033","EG",NA,NA,NA,NA
"eg8034","EG",NA,NA,NA,NA
"eg8035","EG",NA,NA,NA,NA
"eg8036","EG",NA,NA,NA,NA
"eg8037","EG",NA,NA,NA,NA
"eg8038","EG",NA,NA,NA,NA
"eg8039","EG",NA,NA,NA,NA
"eg8040","EG",NA,NA,NA,NA
"eg8041","EG",NA,NA,NA,NA
"eg8042","EG",NA,NA,NA,NA
"eg8043","EG",NA,NA,NA,NA
"eg8044","EG",NA,NA,NA,NA
"eg8045","EG",NA,NA,NA,NA
"eg8046","EG",NA,NA,NA,NA
"eg8047","EG",NA,NA,NA,NA
"eg8048","EG",NA,NA,NA,NA
"eg8049","EG",NA,NA,NA,NA
"eg8050","EG",NA,NA,NA,NA
"eg8051","EG",NA,NA,NA,NA
"eg8052","EG",NA,NA,NA,NA
"eg8053","EG",NA,NA,NA,NA
"eg8054","EG",NA,NA,NA,NA
"eg8055","EG",NA,NA,NA,NA
"eg8056","EG",NA,NA,NA,NA
"eg8057","EG",NA,NA,NA,NA
"eg8058","EG",NA,NA,NA,NA
"eg8059","EG",NA,NA,NA,NA
"eg8060","EG",NA,NA,NA,NA
"eg8061","EG",NA,NA,NA,NA
"eg8062","EG",NA,NA,NA,NA
"eg8063","EG",NA,NA,NA,NA
"eg8064","EG",NA,NA,NA,NA
"eg8065","EG",NA,NA,NA,NA
"eg8066","EG",NA,NA,NA,NA
"eg8067","EG",NA,NA,NA,NA
"eg8068","EG",NA,NA,NA,NA
"eg8069","EG",NA,NA,NA,NA
"eg8070","EG",NA,NA,NA,NA
"eg8071","EG",NA,NA,NA,NA
"eg8072","EG",NA,NA,NA,NA
"eg8073","EG",NA,NA,NA,NA
"eg8074","EG",NA,NA,NA,NA
"eg8075","EG",NA,NA,NA,NA
"eg8076","EG",NA,NA,NA,NA
"eg8077","EG",NA,NA,NA,NA
"eg8078","EG",NA,NA,NA,NA
"eg8079","EG",NA,NA,NA,NA
"eg8080","EG",NA,NA,NA,NA
"eg8081","EG",NA,NA,NA,NA
"eg8082","EG",NA,NA,NA,NA
"eg8083","EG",NA,NA,NA,NA
"eg8084","EG",NA,NA,NA,NA
"eg8085","EG",NA,NA,NA,NA
"eg8086","EG",NA,NA,NA,NA
"eg8087","EG",NA,NA,NA,NA
"eg8088","EG",NA,NA,NA,NA
"eg8089","EG",NA,NA,NA,NA
"eg8090","EG",NA,NA,NA,NA
"eg8091","EG",NA,NA,NA,NA
"eg8092","EG",NA,NA,NA,NA
"eg8093","EG",NA,NA,NA,NA
"eg8094","EG",NA,NA,NA,NA
"eg8095","EG",NA,NA,NA,NA
"eg8096","EG",NA,NA,NA,NA
"eg8097","EG",NA,NA,NA,NA
"eg8098","EG",NA,NA,NA,NA
"eg8099","EG",NA,NA,NA,NA
"eg8100","EG",NA,NA,NA,NA
"eg8101","EG",NA,NA,NA,NA
"eg8102","EG",NA,NA,NA,NA
"eg8103","EG",NA,NA,NA,NA
"eg8104","EG",NA,NA,NA,NA
"eg8105","EG",NA,NA,NA,NA
"eg8106","EG",NA,NA,NA,NA
"eg8107","EG",NA,NA,NA,NA
"eg8108","EG",NA,NA,NA,NA
"eg8109","EG",NA,NA,NA,NA
"eg8110","EG",NA,NA,NA,NA
"eg8111","EG",NA,NA,NA,NA
"eg8112","EG",NA,NA,NA,NA
"eg8113","EG",NA,NA,NA,NA
"eg8114","EG",NA,NA,NA,NA
"eg8115","EG",NA,NA,NA,NA
"eg8116","EG",NA,NA,NA,NA
"eg8117","EG",NA,NA,NA,NA
"eg8118","EG",NA,NA,NA,NA
"eg8119","EG",NA,NA,NA,NA
"eg8120","EG",NA,NA,NA,NA
"eg8121","EG",NA,NA,NA,NA
"eg8122","EG",NA,NA,NA,NA
"eg8123","EG",NA,NA,NA,NA
"eg8124","EG",NA,NA,NA,NA
"eg8125","EG",NA,NA,NA,NA
"eg8126","EG",NA,NA,NA,NA
"eg8127","EG",NA,NA,NA,NA
"eg8128","EG",NA,NA,NA,NA
"eg8129","EG",NA,NA,NA,NA
"eg8130","EG",NA,NA,NA,NA
"eg8131","EG",NA,NA,NA,NA
"eg8132","EG",NA,NA,NA,NA
"eg8133","EG",NA,NA,NA,NA
"eg8134","EG",NA,NA,NA,NA
"eg8135","EG",NA,NA,NA,NA
"eg8136","EG",NA,NA,NA,NA
"eg8137","EG",NA,NA,NA,NA
"eg8138","EG",NA,NA,NA,NA
"eg8139","EG",NA,NA,NA,NA
"eg8140","EG",NA,NA,NA,NA
"eg8141","EG",NA,NA,NA,NA
"eg8142","EG",NA,NA,NA,NA
"eg8143","EG",NA,NA,NA,NA
"eg8144","EG",NA,NA,NA,NA
"eg8145","EG",NA,NA,NA,NA
"eg8146","EG",NA,NA,NA,NA
"eg8147","EG",NA,NA,NA,NA
"eg8148","EG",NA,NA,NA,NA
"eg8149","EG",NA,NA,NA,NA
"eg8150","EG",NA,NA,NA,NA
"eg8151","EG",NA,NA,NA,NA
"eg8152","EG",NA,NA,NA,NA
"eg8153","EG",NA,NA,NA,NA
"eg8154","EG",NA,NA,NA,NA
"eg8155","EG",NA,NA,NA,NA
"eg8156","EG",NA,NA,NA,NA
"eg8157","EG",NA,NA,NA,NA
"eg8158","EG",NA,NA,NA,NA
"eg8159","EG",NA,NA,NA,NA
"eg8160","EG",NA,NA,NA,NA
"eg8161","EG",NA,NA,NA,NA
"eg8162","EG",NA,NA,NA,NA
"eg8163","EG",NA,NA,NA,NA
